-140	0.499748	0.515109	0.483742
-130	0.499244	0.514605	0.483239
-120	0.498236	0.513598	0.482231
-110	0.494456	0.509819	0.478455
-100	0.479083	0.494445	0.463106
-90	0.440524	0.455818	0.424672
-80	0.323337	0.337823	0.308463
-75	0.204889	0.217466	0.192097
-70	0.0720766	0.0802387	0.0638934
-65	0.00428427	0.00648137	0.00216493
-60	0	0.000168011	1e-10
-50	0	0.000168011	1e-10
