-140	0.501008	0.516368	0.485001
-130	0.501008	0.516368	0.485001
-120	0.500504	0.515864	0.484498
-110	0.497984	0.513346	0.48198
-100	0.485887	0.501252	0.469898
-90	0.453629	0.468956	0.437724
-80	0.363407	0.378276	0.348093
-75	0.267893	0.281645	0.253834
-70	0.140625	0.151507	0.129622
-65	0.0413306	0.047662	0.035023
-60	0.00327621	0.00521985	0.0014118
-50	0	0.000168011	1e-10
