1	1.92593e-34
1.58489	0
2.51189	7.70372e-34
3.98107	3.08149e-33
6.30957	3.08149e-33
10	1.2326e-32
15.8489	3.08149e-33
25.1189	0
39.8107	1.2326e-32
63.0957	4.93038e-32
100	1.97215e-31
158.489	4.93038e-32
251.189	1.97215e-31
398.107	1.97215e-31
630.957	1.97215e-31
1000	1.77494e-30
1584.89	0
2511.89	7.88861e-31
3981.07	7.88861e-31
6309.57	3.15544e-30
10000	0
15848.9	2.8399e-29
25118.9	0
39810.7	5.04871e-29
63095.7	0
100000	0
